date,year,month,grace_twsa_cm,gldas_precip,gldas_soil_moisture,gldas_et,gldas_air_temp
2005-03-01,2005,3,3.9804771554357976,70.42576715078206,439.45957306203667,58.529068908984996,21.070287833202425
2005-04-01,2005,4,4.589087131891721,15.501158806009615,416.19538963097176,43.18157828629948,26.72361454098423
2005-05-01,2005,5,2.344980386829496,27.496457090424606,402.63050926816834,33.25712453642864,30.398885378790034
2005-06-01,2005,6,5.158281577913956,15.784113432129146,393.32845004585243,17.5951653130495,37.04519229583157
2005-07-01,2005,7,4.070452540655152,123.74872447561371,427.45378794411374,62.959087869978745,35.47117721211765
2005-08-01,2005,8,3.526077335390539,43.79823098324667,443.05343289729046,63.83985047302926,34.817263722066684
2005-09-01,2005,9,0.8796227182714005,59.603181145870956,433.95911046271596,57.94425807653436,31.882325299250983
2005-10-01,2005,10,-0.6813545789589217,4.328989981400506,407.468407306518,27.595708477170188,26.911298338576344
2005-11-01,2005,11,-1.2324805283795266,1.5921338954317092,390.73224402924444,9.811066721587085,20.145580000851496
2005-12-01,2005,12,-0.4094313832973772,1.003685890828799,383.00542145235653,6.681956937518003,15.278871395347288
2006-01-01,2006,1,-0.5068734800691976,20.820026866962806,384.1888563217904,15.713877664896252,13.321133856829478
2006-02-01,2006,2,-0.5271734902606463,11.566908482189195,377.09110859907923,23.34497212456568,20.422054993811997
2006-03-01,2006,3,-1.1336573764611475,38.36103528766507,373.9438745307506,38.56362183104579,21.481810376081764
2006-04-01,2006,4,-3.133609284604615,13.823604539369718,362.79734075246245,19.513974167804054,28.789394013181706
2006-05-01,2006,5,-2.914470677680014,25.42844702229477,362.9265724585776,27.05369373847405,36.58388735793056
2006-06-01,2006,6,-2.1550104721739745,44.51382944837169,362.6133261960005,23.00916444527927,36.03007973415803
2006-07-01,2006,7,1.5369332933717614,99.63039681581094,397.07041799024597,50.77574355959171,36.331456663941744
2006-08-01,2006,8,2.949582013047733,123.6216007228853,458.16899761008625,76.46961483014609,33.400582215646374
2006-09-01,2006,9,-0.12061780445738797,43.21489188164212,454.4414835686797,54.86037847424068,31.100361612626124
2006-10-01,2006,10,-0.9447102121872344,20.25604394589878,428.44571147022793,35.99754792736191,26.82763329252691
2006-11-01,2006,11,2.5298225627414603,18.72044544788754,420.52429476636627,22.427504479024517,19.755508840598893
2006-12-01,2006,12,2.7837066619828628,39.90953291094867,437.1228213154693,22.612067973046535,13.924418208670613
2007-01-01,2007,1,3.9617046009586185,2.6517474157550205,417.7995557012438,22.859474506185883,12.632413789406847
2007-02-01,2007,2,6.616869259969574,95.57162430060926,446.3446341908659,38.26863655137407,15.556071790019143
2007-03-01,2007,3,4.974098944305087,69.17486470318289,455.9221530221535,66.54712120492098,19.82499433355398
2007-04-01,2007,4,2.814314763757777,6.675248413740464,426.7313198120523,43.23909968039417,30.471422631489844
2007-05-01,2007,5,1.7839608911978837,14.793482247189125,404.61008684336116,19.693470867427326,34.77192432586658
2007-06-01,2007,6,5.424136613748051,84.3659132722221,411.98247588752474,37.51750996400042,37.26582588619944
2007-07-01,2007,7,4.598804416393699,103.57909850478822,458.3728118842813,75.8835501248036,36.93328148488157
2007-08-01,2007,8,2.660994131311148,55.62519329020958,460.41985015240544,70.6656580496136,35.0043922635897
2007-09-01,2007,9,-0.6583073826268672,36.25482420999733,438.0500126034547,54.74905263893533,32.674143858850954
2007-10-01,2007,10,-1.9046150219358684,0.02242889366529676,408.6185759897603,24.939542691822652,25.26965925417879
2007-11-01,2007,11,-3.118092949557978,1.9529181362455899,391.90496022265734,8.934240867597936,20.433008122815576
2007-12-01,2007,12,-0.866751198702114,6.308272783868331,388.5593702714275,9.286640696090615,13.748596120686729
2008-01-01,2008,1,-0.27603621891073693,29.199012006598373,397.893595269764,16.98349965541157,11.05868331447373
2008-02-01,2008,2,-0.20233160799140928,19.671454131471773,394.8678561508672,29.90555096088081,14.316309194285813
2008-03-01,2008,3,-0.7849866966894351,5.601355419465749,370.3923713669125,25.3472609255592,24.357169511207516
2008-04-01,2008,4,-2.3776376117411586,59.79661295653965,382.9659795312925,44.56097705481399,28.181352609318395
2008-05-01,2008,5,-2.847009040644414,37.1259006369504,378.47426804872765,29.530371355414193,34.86140053555758
2008-06-01,2008,6,-0.6873443555968204,86.0879371135876,398.25502098077146,49.22263839172882,37.895891139868866
2008-07-01,2008,7,2.7318106708746868,101.11148501765214,432.3778416649495,66.23494273248572,37.06559299499446
2008-08-01,2008,8,0.1525587422038693,122.55316079477743,485.6812474608229,91.93110163934995,33.83633847670796
2008-09-01,2008,9,-1.1927289977681113,39.72829093109116,454.607979956131,60.86095321224393,31.948324043551384
2008-10-01,2008,10,-2.9428055978907675,4.775177480982231,422.85430368702936,30.121952914719238,27.705694282901902
2008-11-01,2008,11,-1.7328839454017102,2.1805872735593503,404.53437310650133,12.067978747235,20.063132590324983
2008-12-01,2008,12,-0.9622368541008661,40.21921362037811,410.10237185984175,15.200261370893578,16.188889479205425
2009-01-01,2009,1,-0.13773938680601272,28.684009300111054,423.26871953601227,24.611844006384118,14.203004689945388
2009-02-01,2009,2,0.17680875779643002,24.142943912009635,419.81289118024347,35.935845059605754,16.989420350581867
2009-03-01,2009,3,1.197944068507313,38.542722028278305,397.2759945007961,45.82882384645026,22.502688262039133
2009-04-01,2009,4,-0.4050541412751254,39.53596298031484,404.5086376599672,43.81901968795996,28.27507901722483
2009-05-01,2009,5,-3.2066432694458937,19.522830609971063,391.9761694120689,24.78262753304043,34.95386861951152
2009-06-01,2009,6,-1.6785694002167466,15.661976389660975,386.35316668335474,17.70113618843584,36.41452116061138
2009-07-01,2009,7,-3.3335061336909217,77.7322971122178,397.4688591981606,51.39438876533801,37.96274697210924
2009-08-01,2009,8,-3.56851546355479,71.75599977859808,406.42286812050844,59.744481250486054,36.369552986770266
2009-09-01,2009,9,-5.547818160516153,38.32199865967127,411.88332867842234,54.7386184599871,32.55395917869528
2009-10-01,2009,10,-6.854505484181168,3.7817111785802453,386.6729349838553,19.48565825715238,25.907189706834142
2009-11-01,2009,11,-6.577561843991049,4.5315556392232965,375.8323416023411,7.02936453647731,19.10659442895337
2009-12-01,2009,12,-6.198058711241401,3.3035075551885247,373.8728544216935,6.8198617247158575,14.34104450714197
2010-01-01,2010,1,-4.859680641666865,4.951618853337383,368.59881261262035,8.872756209014069,13.64704506410224
2010-02-01,2010,2,-4.981507569824071,32.827336254979265,377.31076673149187,21.946274753386568,16.321934608787004
2010-03-01,2010,3,-7.074421898771568,22.515162856764274,374.1398299862332,33.35397282367865,24.73271145307987
2010-04-01,2010,4,-6.313544614223414,12.979235092681844,359.3157318686791,14.489327060647035,31.008329191929004
2010-05-01,2010,5,-5.099998846472868,18.90156312293948,362.38284695492405,20.750776034936255,34.695068604767876
2010-06-01,2010,6,-4.539787646419849,38.60718367229905,366.7701459791668,26.98921533623093,36.60328261515654
2010-07-01,2010,7,2.8446516728615086,200.49758784607957,400.1317273682194,61.950391978374455,36.45690982118673
2010-08-01,2010,8,2.3309410817982648,184.49055181630536,547.2214772109121,113.89344957144294,32.958747067885774
2010-09-01,2010,9,-0.6474917719077034,45.02740429554285,518.7413257614359,77.9489872438751,30.815869653051504
2010-10-01,2010,10,-2.7807685506807114,4.323807653416248,467.19426198615696,35.01220212426966,27.00387518792071
2010-11-01,2010,11,-2.645406694942688,3.9220980099428626,443.83118601567577,16.701838221665223,19.725396475780524
2011-02-01,2011,2,1.5429566976762008,56.47301766051813,422.41160426581246,31.65658224120958,15.313790427888213
2011-03-01,2011,3,2.521452834448809,27.361639565993844,425.8970503972632,53.924468070589,21.632072243721378
2011-04-01,2011,4,-0.3211535548986673,39.08402187485994,410.9256858206528,38.96070788154975,26.799079603446746
2011-07-01,2011,7,0.9114043588878126,104.53579707177396,425.10978690136113,60.57068012971842,36.51359412724797
2011-08-01,2011,8,5.121586316181455,136.3696846538052,451.51131576746076,78.25830633816773,33.72271795100153
2011-09-01,2011,9,2.342984049318329,91.43842551349665,514.0476751544493,89.18300641442352,30.82462753521985
2011-10-01,2011,10,1.4035485975383883,11.573300655980786,473.50175936243727,42.73830708353262,27.007045525672584
2011-12-01,2011,12,0.23023605645657091,0.8087887277270955,433.77610564751683,12.868417209986632,15.247905522230916
2012-01-01,2012,1,0.7612293539953005,11.756586458578093,424.84200649809225,17.61980014276605,12.093072972726933
2012-02-01,2012,2,0.33421336155363607,22.03353616162221,416.93213300717235,30.302757875091203,13.514388114868284
2012-03-01,2012,3,-0.6775871402543663,12.418100764871324,395.04661038842187,32.196309722161786,20.759022471928084
2012-05-01,2012,5,-5.166043354958328,15.13807013485141,399.4514989937339,24.600412163184014,34.20548433108454
2012-06-01,2012,6,-6.850154049044015,8.707798399659666,392.0298272635274,10.860860144397243,37.8680448704316
2012-07-01,2012,7,-4.578733461225709,67.14809510583608,406.14779769593775,44.00095748918752,38.35631551135129
2012-08-01,2012,8,0.1256314016128198,103.67343610878427,421.0522654942108,64.02772990284826,34.826728301225394
2012-11-01,2012,11,-4.294923762322655,1.414856896656614,434.561392416771,15.95791889693999,20.893969050669913
2012-12-01,2012,12,-2.7221556028626357,18.92738375348896,428.2867318279221,14.828730900112465,15.634863741892687
2013-01-01,2013,1,-0.7553054107851953,6.900681890935761,422.0055008277483,19.641621035903743,13.574560342058994
2013-04-01,2013,4,-2.201561979903388,41.97157153509104,419.4502430678906,47.80763146006077,28.704926555779085
2013-05-01,2013,5,-1.1452134400963296,8.801039473793173,407.10786868109574,23.436841708563225,35.36261247255949
2013-06-01,2013,6,-1.3687462878051317,74.84545730895903,410.11366967233096,35.03892898876374,38.25696407113801
2013-09-01,2013,9,-1.2032825725490526,25.49821431932977,477.77315396066456,55.75761698343593,32.879030575606905
2013-10-01,2013,10,-1.8211350681044456,11.957952628527625,448.302323036464,33.700167760877584,28.724428181275822
2013-11-01,2013,11,-3.3194881585438996,9.18538297879911,433.6941626937096,17.819892045684906,20.551902727907528
2013-12-01,2013,12,-3.5194151038078156,0.45764315646945797,420.8309987368375,9.514738045078126,15.653068378820924
2014-02-01,2014,2,-1.3589380458078002,27.335081417720346,414.6541578156368,27.78322607812006,15.193832685749058
2014-03-01,2014,3,-2.9577869537420156,70.4444452363035,420.9122859096262,50.07912338419396,20.56051449977985
2014-04-01,2014,4,-0.08902942479296304,40.00794194520529,415.01204204635826,46.56453161990715,28.12812188834334
2014-05-01,2014,5,-2.3192009229030446,44.09644412035274,410.8182281408451,40.08400107784223,33.51140053864914
2014-07-01,2014,7,-1.6674624323977436,80.72666590153014,413.11663092931025,46.52410090522342,37.777280637700905
2014-08-01,2014,8,-1.9955006084876004,54.54934672517491,439.3996218173408,65.68491482999299,35.55647891932128
2014-09-01,2014,9,-1.4700120556193763,106.1066012824408,465.27669991997357,65.64415278985348,31.893391531105966
2014-10-01,2014,10,-2.489676098013198,16.793297008551395,440.6772077754682,34.25171351300652,27.372167257690943
2015-01-01,2015,1,-1.5142635177552852,12.171159496283456,411.13208224787724,16.190898510811785,13.91351125986945
2015-02-01,2015,2,-1.2065711935969383,49.74415463371851,412.3667122797019,35.00786202948038,18.230040512674332
2015-03-01,2015,3,2.4802601742341666,101.54000143688064,426.0480320548135,61.13417962570092,21.28048243016047
2015-04-01,2015,4,0.2089435314084373,60.175031716995996,447.9595793138911,65.24916575828532,29.892845077485827
2015-06-01,2015,6,3.7032811752490953,57.09399946602801,426.43512709727815,46.5317789646037,37.22328763036516
2015-07-01,2015,7,7.745162781248574,185.71935761054448,458.4233281868444,80.68996556697358,35.93608424213413
2015-08-01,2015,8,4.960636617310871,113.06387632840637,530.8299993233878,102.58155327116599,35.152652553729055
2015-12-01,2015,12,-3.012737635920187,1.7648945354421268,433.69696485312386,12.409276109203944,16.1392341968333
2016-01-01,2016,1,2.1931257139008453,4.663497521825721,420.7040026968877,14.070422973754178,15.268652598417393
2016-02-01,2016,2,1.1330700997290526,3.4835888765407566,404.75476212576456,24.342352848461548,18.231255618913384
2016-05-01,2016,5,-1.9222862780252516,10.975039533800281,383.48503152668474,13.109300450268584,36.81762277062868
2016-06-01,2016,6,0.6263578434999751,8.410953278550501,379.9551596104503,8.954421434342564,38.93956188266169
2016-08-01,2016,8,-0.5833453905052535,23.743169981771167,384.3029048616084,25.351851403131306,35.237765275313635
2016-11-01,2016,11,-8.612102522582282,0.3772627094153811,363.4430440450574,1.9582455131980676,22.047980203154026
2016-12-01,2016,12,-9.120120640662801,0.09121526509414453,361.45564417214734,1.44308407215186,18.090251970236846
2017-01-01,2017,1,-6.680194060583906,28.897680972648672,367.7052349867021,8.040323880740988,13.790187325682256
2017-03-01,2017,3,-9.288207349217075,10.863477880764407,366.28386149329134,17.533306276460944,22.80373194543454
2017-04-01,2017,4,-11.045888905533674,21.524611204386513,363.8822778025092,18.826954955238435,31.077517708697293
2017-05-01,2017,5,-10.616559907449187,9.491250354951738,361.03880959300756,11.697467721609808,36.03089755153587
2018-05-01,2018,5,-18.397915110976705,17.62719030604576,355.0267429647115,17.550035056977134,35.67415350800138
2018-06-01,2018,6,-17.987059122071674,48.381667447914495,358.3926004924357,21.027794118476226,38.37882830400161
2018-10-01,2018,10,-17.17547579277545,1.520306111462677,360.8415956264249,9.784327560484577,27.709110601530853
2018-11-01,2018,11,-19.94678603171758,2.6808744012585293,356.2658463556227,4.3749856487661765,22.37047210264414
2018-12-01,2018,12,-19.76651089822116,2.8950950588354716,354.4447547142383,3.6942463454790797,16.249873790086433
2019-01-01,2019,1,-16.284912507694216,17.678501454613563,355.0051170081191,6.851171060438897,14.137225858474087
2019-02-01,2019,2,-14.31024831795198,45.36930762400146,372.36211617104794,21.803600142976453,15.63297031456208
2019-03-01,2019,3,-14.420971129419263,33.74173993484901,385.93334771930023,39.81234154608133,20.93762733987946
2019-04-01,2019,4,-14.58540479743099,37.902949809980385,376.41448716757134,33.546932775297975,30.805455256492802
2019-05-01,2019,5,-16.625962388617836,30.83677828467672,376.5729280625114,30.191758142063662,34.60179762369914
2019-06-01,2019,6,-17.13010971986504,22.23107103516189,373.95304018312623,21.882758929638584,38.00459542015454
2019-07-01,2019,7,-13.941649799877617,63.65906841239701,384.15476149270637,39.1540733236832,36.82858881153955
2019-08-01,2019,8,-15.6790577922416,55.32306000703601,400.0328405256755,55.57933346691765,35.21054390864676
2019-09-01,2019,9,-16.074017630186137,19.84710733479392,382.2246198835944,29.55998086065847,34.2461148518408
2019-10-01,2019,10,-16.61954188538577,11.378545336699663,374.7983242165476,20.306256787629245,28.059275098117045
2019-11-01,2019,11,-15.179987208170582,16.34553969038003,371.95356087922,12.385001467663878,21.371946812726762
2019-12-01,2019,12,-12.895076356267412,11.343265653808926,373.4232092113595,8.696660282957854,15.241861782723676
2020-01-01,2020,1,-12.236599064815929,34.13980929766832,428.7645198704674,22.666716047747105,12.98174119079592
2020-02-01,2020,2,-12.02223550612862,15.431849791721433,424.53709400732225,35.85493412740333,17.785937583472208
2020-03-01,2020,3,-10.995217919077454,107.58729757709017,430.23706175453816,59.141337181143776,20.30408679913378
2020-04-01,2020,4,-12.372027739550257,42.2522866452078,444.32970654388157,60.991351135965836,28.387016461205757
2020-05-01,2020,5,-14.828411117561545,34.025658722178036,431.4945115627573,43.54056975043877,33.9573777638254
2020-06-01,2020,6,-14.694981035838742,41.86446834195066,419.6270938853307,25.326900231850907,37.6464437762259
2020-07-01,2020,7,-13.190084754555915,86.00869479126972,439.74483721844615,69.22257937642104,37.395193105434316
2020-08-01,2020,8,-10.107684287471718,155.31432357173435,464.0289794689888,89.02825549798952,35.19743942795987
2020-09-01,2020,9,-15.343102899947121,37.03096623310605,482.09310168817774,68.499369928846,32.95487871888608
2020-10-01,2020,10,-16.76307940217981,0.016011392812168342,435.79247344454416,25.699021331362196,27.50017401202668
2020-11-01,2020,11,-16.132866175073723,16.24830786785912,423.347285474419,14.54775966865566,19.73017988761685
2020-12-01,2020,12,-16.6187776950261,5.983167093500496,418.8053295776506,11.9165240707396,15.77080572079266
2021-01-01,2021,1,-17.789877418327592,15.100203923911538,414.00414398009457,17.680334050141607,14.637103002132044
2021-02-01,2021,2,-18.164290837492207,1.8410760786564873,399.6400222828256,23.755037683353326,19.822699320477906
2021-03-01,2021,3,-17.831326212462827,34.980633081582724,386.6215194548168,35.48328559775897,24.53222411436973
2021-04-01,2021,4,-18.2834717345482,27.218252955001642,382.3341014930716,28.57097282911457,28.415999895134373
2021-05-01,2021,5,-19.64713633496897,32.17970114970602,385.7052450716435,30.28020380357191,33.651045016631535
2021-06-01,2021,6,-19.90871435751289,33.82744300176859,386.77060264749775,30.23847681524818,36.62049377062708
2021-07-01,2021,7,-17.814591310599745,98.00749397416956,401.5707319210542,47.64412867536751,36.411021276297596
2021-08-01,2021,8,-18.331498611971675,42.342286883958245,423.9248589869934,58.75306476617323,35.293911231124326
2021-09-01,2021,9,-20.569028269143402,72.52826753152816,422.7649765577813,53.94312487924987,32.870499520158894
2021-10-01,2021,10,-21.110692324272815,21.67357948494405,414.3416317205706,35.22589352114143,28.31211153522887
2021-11-01,2021,11,-23.263300121383054,0.2150119169593109,400.0161444736819,12.218469214257134,21.918737617522723
2021-12-01,2021,12,-19.082443605437383,8.854734286127458,392.5703907852719,8.55814581105654,16.083474329155866
2022-01-01,2022,1,-20.652379973833696,62.55844016179751,430.2407850606868,24.752305858803496,14.138933622841565
2022-02-01,2022,2,-21.266012291259596,12.23564962840993,415.7043220225046,33.1065084755789,16.99187198796878
2022-03-01,2022,3,-23.095422988163687,10.8551818305197,391.346996590437,39.2669765705841,26.394156221542307
2022-04-01,2022,4,-24.534522149529074,10.370596379770676,370.2224222195328,20.16703669675779,32.85266724328429
2022-05-01,2022,5,-24.636654334361957,11.345801265993925,364.21123224255405,12.187108269838717,36.14902095149816
2022-06-01,2022,6,-21.632017559712992,55.21032534865322,373.9762189570119,29.068799075445735,36.620204256310785
2022-07-01,2022,7,-11.297898902542217,255.82832266593428,465.9657724073461,88.82010171362477,33.54424036573563
2022-08-01,2022,8,-13.648150665559186,152.01575296949068,561.8579270859249,110.6605568745065,31.974359964808286
2022-09-01,2022,9,-17.934256070196664,36.92835677436102,527.7182014190552,77.36325182016839,31.98758018506231
2022-10-01,2022,10,-18.11850609324036,4.237456956790873,477.5338184698664,37.96874269724313,27.754399112171644
2022-11-01,2022,11,-19.518719946062138,15.27293729143716,459.5985174436812,20.8176195052145,21.71387872791336
2022-12-01,2022,12,-17.113626191873752,2.314495350287576,445.41293743450206,12.395311550025328,17.14666649232837
2023-01-01,2023,1,-15.758718968013284,17.090533336686033,438.3048155664199,18.96324028564715,13.372574559347305
2023-02-01,2023,2,-17.35973527711591,8.958959949556219,422.70073459259726,27.5042710035274,19.885885072910835
2023-03-01,2023,3,-16.897231616996397,53.39651714780889,413.9611395991595,45.87788103136658,22.95227557410928
2023-04-01,2023,4,-18.46563444311438,37.321789675084666,415.76434429996465,43.51227006241472,27.96724503705437
2023-05-01,2023,5,-17.82906858707649,69.72838063900996,415.34079171914385,43.17145076763245,31.744666203623026
2023-06-01,2023,6,-15.663653365842492,72.83091473900787,440.1355778517658,51.34127361841921,35.98075058758237
2023-07-01,2023,7,-13.002548905206513,190.49774913981744,486.1500765411508,82.9208029572192,34.75091167564453
2023-08-01,2023,8,-16.744165309029928,28.66681956059787,513.4920844689779,75.21655806582709,35.36214771345642
2023-09-01,2023,9,-19.10973084547474,42.003570658641266,472.2915530041868,58.10698282005821,33.187176421698084
2023-10-01,2023,10,-19.28048625559681,24.829688587426215,453.90948608125325,39.44415155983943,28.04648026786047
2023-11-01,2023,11,-19.244914668639296,14.429837683183083,439.01607999259915,18.232953120809547,22.56049599871549
2023-12-01,2023,12,-20.727993257624817,1.468035904967129,431.4013335593858,13.851674100273629,17.663433526802272
2024-01-01,2024,1,-19.9571348550525,4.387446815110578,420.01279775993703,12.781585836325492,14.579961488880004
2024-02-01,2024,2,-17.17840499236188,27.246587780686838,411.46019150159725,32.10822691061146,16.69920111650515
2024-03-01,2024,3,-17.630867440074187,39.641336080368426,401.50156805587585,40.67533527970932,22.160862313993217
2024-04-01,2024,4,-17.245689875560807,54.71012222476298,407.47700593747004,45.05149414422627,27.717049567657618
2024-05-01,2024,5,-19.251149547530922,6.174022940264707,403.63703750158794,20.65025794724671,36.143749895659965
2024-06-01,2024,6,-19.60231686475412,26.68138108107353,399.3985329535025,20.42889446288616,38.00708072696669
2024-07-01,2024,7,-16.494207269419167,115.68530100436465,421.0028431356749,63.34792548785972,37.822597969425374
2024-08-01,2024,8,-15.014429212911276,205.02672482362968,504.22666236518074,111.55877945963672,32.86149949064994
2024-09-01,2024,9,-17.83621711041421,49.367112202135274,506.8610376901341,77.6577618119044,33.217854575922615
